Trial_Id,Acronym,Sponsor,Hospital,Ciudad
971,TROPION-Lung02,Astrazeneca,Hospital Universitario Hm Sanchinarro,Madrid
170,LIBRETTO-001,"Loxo Oncology, Inc.",Hospital Universitario Hm Sanchinarro,Madrid
583,20201,Bayer,Hospital Clinico Universitario de Valencia,València
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,Hospital Universitari Vall D'Hebron,Barcelona
555,CA209-77T,Bristol-Myers Squibb,Hospital Universitario Y Politecnico La Fe,València
172,XL184-021,Exelixis,Hospital Universitario Central de Asturias,Oviedo
321,GCT1029-01,Genmab,Hospital Universitari Vall D'Hebron,Barcelona
0,SKYSCRAPER-01,Hoffmann-La Roche,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
1019,ACROPOLI,Solti Breast Cancer Research Group,Instituto Oncológico Rosell,Barcelona
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario Regional de Malaga,Málaga
1020,PECATI,Medsir,Complexo Hospitalario Universitario A Coruña,A Coruña
0,TROPION-Lung05,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
915,NADIM-ADJUVANT,Grupo Español De Cáncer De Pulmón,Hospital Universitario Y Politecnico La Fe,València
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Fundacion Instituto Valenciano de Oncologia,València
0,TROPION-Lung05,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
172,XL184-021,Exelixis,Hospital Universitario Regional de Malaga,Málaga
172,XL184-021,Exelixis,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
392,BP40657,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario Virgen del Rocio,Sevilla
1009,COSTAR Lung,Glaxosmithkline,Hospital Universitario Ramon Y Cajal,Madrid
1014,MK-7684A-002,Merck Sharp & Dohme Corp.,Hospital Clinic de Barcelona,Barcelona
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
1035,GCT1042-01,Genmab,Hospital MD Anderson Cancer Center Madrid,Madrid
168,IMbrella A,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
781,1438-0001,Boehringer Ingelheim,Hospital Universitari Vall D'Hebron,Barcelona
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital de Mataro,Mataró
377,NP40435,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
945,1948-CL-0101,Astellas,Hospital Nuestra Señora de Sonsoles - Complejo Asistencial de Avila,Ávila
423,SAVANNAH,Astrazeneca,Hospital Universitario Y Politecnico La Fe,València
0,TROPION-Lung05,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital Universitario Y Politecnico La Fe,València
0,LAURA,Astrazeneca,Hospital Universitario Donostia,Donostia-San Sebastián
908,ZEAL-1L,Glaxosmithkline,Hospital Universitario La Paz,Madrid
172,XL184-021,Exelixis,Instituto Oncológico Rosell,Barcelona
227,Morpheus Lung,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
255,MK-3475-671/KEYNOTE-671,Merck Sharp & Dohme Corp.,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
92,GO30103,,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
915,NADIM-ADJUVANT,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
863,PYRAMID-1,Jiangsu Hengrui,Hospital Universitario Fundacion Jimenez Diaz,Madrid
460,TELMA,Grupo Español De Cáncer De Pulmón,Hospital de La Santa Creu i Sant Pau,Barcelona
0,BP41628,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
125,CLXH254X2102,Novartis Pharmaceuticals,Hospital Universitario Ramon Y Cajal,Madrid
172,XL184-021,Exelixis,Hospital de La Santa Creu i Sant Pau,Barcelona
0,IMbrella A,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
0,B-FAST,Hoffmann-La Roche,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
227,Morpheus Lung,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
0,MO41552,Hoffmann-La Roche,Hospital del Mar,Barcelona
875,MERMAID-2,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
0,TROPION-Lung05,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
263,Canopy-A,Novartis Pharmaceuticals,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
154,TRIDENT-1,"Turning Point Therapeutics, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
569,ADP-0055-001,Adaptimmune,Hospital Clinico Universitario de Valencia,València
824,PAPILLON,Janssen,Hospital Universitari Vall D'Hebron,Barcelona
754,CC-90011-ST-002,Celgene,Complexo Hospitalario Universitario A Coruña,A Coruña
915,NADIM-ADJUVANT,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
50,STARTRK-2,Hoffmann-La Roche,Hospital Carlos III,Madrid
78,MK-4280-001,Merck Sharp & Dohme Corp.,Hospital Universitari Vall D'Hebron,Barcelona
306,CTMX-M-2029-001,Cytomx Therapeutics,Hospital Universitario Quironsalud Madrid,Pozuelo de Alarcón
639,CARMEN-LC03,Sanofi,Hospital Universitario 12 de Octubre,Madrid
485,M19-037,Abbvie,Hospital Universitari Vall D'Hebron,Barcelona
0,ALINA,Hoffmann-La Roche,Instituto Oncológico Rosell,Barcelona
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,Consorcio Hospital General Universitario de Valencia,València
0,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
467,CC-90011-SCLC-001,Celgene,Hospital Universitario Y Politecnico La Fe,València
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Fundacion Instituto Valenciano de Oncologia,València
1531,MARIPOSA-2,Janssen,Hospital Universitario 12 de Octubre,Madrid
0,AEGEAN,Astrazeneca,Hospital Universitario Fundacion Jimenez Diaz,Madrid
282,innovaTV 207,Seagen Inc.,Hospital Son Llatzer,Palma
992,M20-111,Abbvie,Hospital Universitario Fundacion Jimenez Diaz,Madrid
1010,RELATIVITY,Bristol-Myers Squibb,Hospital Universitari Vall D'Hebron,Barcelona
179,TCD14678,Sanofi,Hospital del Mar,Barcelona
908,ZEAL-1L,Glaxosmithkline,Hospital Universitario Marques de Valdecilla,Santander
1531,MARIPOSA-2,Janssen,Hospital Universitario Regional de Malaga,Málaga
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,Hospital de La Santa Creu i Sant Pau,Barcelona
0,SCope-D1,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
0,B-FAST,Hoffmann-La Roche,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
0,TROPION-Lung05,Astrazeneca,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
76,GARNET,"Tesaro, Inc.",ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
698,ABC-lung,European Thoracic Oncology Platform,Hospital Universitari Vall D'Hebron,Barcelona
266,IMpower030,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
1361,XMT-1536-1,Mersana Therapeutics,Hospital Universitario Hm Sanchinarro,Madrid
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,Hospital Universitario Regional de Malaga,Málaga
172,XL184-021,Exelixis,Hospital Universitari Vall D'Hebron,Barcelona
168,IMbrella A,Hoffmann-La Roche,Hospital Universitario de Jaen,Jaén
0,TROPION-Lung02,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
0,B-FAST,Hoffmann-La Roche,Hospital General Universitario Gregorio Marañon,Madrid
886,ALKALINE,Eortc,Clinica Universidad de Navarra,Pamplona
786,GO42144,"Genentech, Inc.",Hospital Universitario Regional de Malaga,Málaga
0,NP41300,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
1025,HUDSON,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
124,LUNAR,Novocure Ltd.,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
172,XL184-021,Exelixis,Hospital de Sabadell - Parc Taulí,Sabadell
437,AEGEAN,Astrazeneca,Hospital Universitario Fundacion Jimenez Diaz,Madrid
915,NADIM-ADJUVANT,Grupo Español De Cáncer De Pulmón,Hospital Universitari Son Espases,Palma
0,ALINA,Hoffmann-La Roche,Hospital Universitario Virgen del Rocio,Sevilla
0,MARIPOSA-2,Janssen,Clinica Universidad de Navarra,Pamplona
227,Morpheus Lung,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
168,IMbrella A,Hoffmann-La Roche,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
252,CB103-C-101,Cellestia Biotech Ag,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
915,NADIM-ADJUVANT,Grupo Español De Cáncer De Pulmón,Hospital Universitario Basurto,Bilbao
172,XL184-021,Exelixis,Hospital Universitario La Paz,Madrid
59,PM1183-A-014-15,Pharmamar,Hospital Universitario Virgen del Rocio,Sevilla
1117,SCope-D1,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
1531,MARIPOSA-2,Janssen,Consorcio Hospital General Universitario de Valencia,València
98,AMBER,"Tesaro, Inc.",Hospital Universitario Regional de Malaga,Málaga
0,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
63,MK-3475-158/KEYNOTE-158,Merck Sharp & Dohme Corp.,Hospital Universitari Vall D'Hebron,Barcelona
0,IMpower010,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
947,KRYSTAL-7,Mirati Therapeutics Inc.,Instituto Oncológico Rosell,Barcelona
760,MERMAID-1,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
0,CHRYSALIS,Janssen,Hospital Universitario Regional de Malaga,Málaga
0,SKYSCRAPER-06,Hoffmann-La Roche,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
1361,XMT-1536-1,Mersana Therapeutics,Hospital Universitario Virgen del Rocio,Sevilla
162,CTNO155X2101,Novartis Pharmaceuticals,Hospital Universitari Vall D'Hebron,Barcelona
1116,COMPEL,Astrazeneca,Hospital Universitario Central de Asturias,Oviedo
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Clinic de Barcelona,Barcelona
1018,AdvanTIG-302,Beigene,Hospital Universitari Vall D'Hebron,Barcelona
793,CONTACT-01,Hoffmann-La Roche,Complexo Hospitalario Universitario A Coruña,A Coruña
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
0,ORCHARD,Astrazeneca,Hospital Clinic de Barcelona,Barcelona
300,Replay,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Universitari Son Espases,Palma
172,XL184-021,Exelixis,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
79,INDUCE-1,Glaxosmithkline,Hospital Universitari Vall D'Hebron,Barcelona
98,AMBER,"Tesaro, Inc.",Hospital Clinico Universitario de Valencia,València
92,GO30103,,Hospital General Universitario de Alicante,Alicante
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Fundacion Instituto Valenciano de Oncologia,València
1574,GCT1046-04,Genmab,Clinica Universidad de Navarra,Madrid
754,CC-90011-ST-002,Celgene,Hospital Universitario 12 de Octubre,Madrid
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario 12 de Octubre,Madrid
0,B-FAST,Hoffmann-La Roche,Hospital Universitario Ramon Y Cajal,Madrid
125,CLXH254X2102,Novartis Pharmaceuticals,Hospital Clinico Universitario de Valencia,València
304,M14-239,Abbvie,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
59,PM1183-A-014-15,Pharmamar,Hospital Universitario 12 de Octubre,Madrid
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
98,AMBER,"Tesaro, Inc.",Hospital Universitario Regional de Malaga,Málaga
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitario 12 de Octubre,Madrid
92,GO30103,,Hospital Universitario Reina Sofia,Córdoba
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Universitario Central de Asturias,Oviedo
485,M19-037,Abbvie,Hospital Universitario Regional de Malaga,Málaga
0,IMbrella A,Hoffmann-La Roche,Hospital del Mar,Barcelona
499,GCT1046-01,Genmab,Hospital Universitario de La Princesa,Madrid
172,XL184-021,Exelixis,Hospital Universitario Fundacion Jimenez Diaz,Madrid
306,CTMX-M-2029-001,Cytomx Therapeutics,Hospital Universitario La Paz,Madrid
0,RAGNAR,Janssen,Hospital Universitario Fundacion Jimenez Diaz,Madrid
865,TROPION-Lung05,Astrazeneca,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
172,XL184-021,Exelixis,Hospital Clinic de Barcelona,Barcelona
172,XL184-021,Exelixis,Hospital Universitario 12 de Octubre,Madrid
0,SKYSCRAPER-06,Hoffmann-La Roche,Hospital General Universitario Gregorio Marañon,Madrid
928,U31402-A-U201,"Daiichi Sankyo, Inc.",,
345,TACTI-002,Immutep S.A.S.,Hospital de Sabadell - Parc Taulí,Sabadell
227,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario Regional de Malaga,Málaga
423,SAVANNAH,Astrazeneca,Hospital Universitario Donostia,Donostia-San Sebastián
0,B-FAST,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
166,PROPEL,Nektar Therapeutics,Hospital Universitari Vall D'Hebron,Barcelona
934,TROPION-LUNG01,Astrazeneca,Hospital Clinico Universitario Lozano Blesa,Zaragoza
1514,MK-3475-A86,Merck Sharp & Dohme Corp.,Complexo Hospitalario Universitario de Lugo,Lugo
92,GO30103,,Hospital General Universitario de Alicante,Alicante
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital Universitari Vall D'Hebron,Barcelona
628,NP41300,Hoffmann-La Roche,Clinica Universidad de Navarra,Madrid
685,AcceleRET-Lung,Hoffmann-La Roche,Hospital General Universitario Gregorio Marañon,Madrid
266,IMpower030,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
451,FIGHT-207,Incyte Corporation,Hospital Universitario Marques de Valdecilla,Santander
882,CodeBreaK 100,Amgen,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
0,NeoADAURA,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
0,MERMAID-1,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
0,IMbrella A,Hoffmann-La Roche,Hospital Son Llatzer,Palma
172,XL184-021,Exelixis,Hospital Universitario 12 de Octubre,Madrid
1109,Sotorasib,Amgen,Hospital Universitario Y Politecnico La Fe,València
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario de Jaen,Jaén
494,SAPPHIRE,Mirati Therapeutics Inc.,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
227,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
0,SAVANNAH,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
168,IMbrella A,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
0,IMpower030,Hoffmann-La Roche,Hospital Universitario Clinico San Carlos,Madrid
1361,XMT-1536-1,Mersana Therapeutics,Hospital Clinico Universitario de Valencia,València
0,TAZMAN,Astrazeneca,Clinica Universidad de Navarra,Pamplona
865,TROPION-Lung05,Astrazeneca,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
953,1801,Actuate Therapeutics Inc.,Hospital Clinico Universitario de Valencia,València
1035,GCT1042-01,Genmab,Hospital Universitario Hm Sanchinarro,Madrid
0,MAGELLAN,Astrazeneca,Hospital Universitario Virgen del Rocio,Sevilla
1114,NOUS-PEV-01,Nouscom Srl,Hospital Universitario Hm Sanchinarro,Madrid
262,ALERT-lung,European Thoracic Oncology Platform,Instituto Oncológico Rosell,Barcelona
0,TROPION-Lung05,Astrazeneca,Hospital Clinic de Barcelona,Barcelona
0,HUDSON,Astrazeneca,Hospital General Universitario Gregorio Marañon,Madrid
464,NADIMII,Grupo Español De Cáncer De Pulmón,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
172,XL184-021,Exelixis,Hospital Universitario Regional de Malaga,Málaga
0,NP40435,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
92,GO30103,,Hospital Clinico Universitario de Valencia,València
0,IMbrella A,Hoffmann-La Roche,Hospital de La Santa Creu i Sant Pau,Barcelona
499,GCT1046-01,Genmab,Hospital Universitario Hm Sanchinarro,Madrid
685,AcceleRET-Lung,Hoffmann-La Roche,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
754,CC-90011-ST-002,Celgene,Hospital Universitario Y Politecnico La Fe,València
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Fundacion Instituto Valenciano de Oncologia,València
0,PAPILLON,Janssen,Hospital Clinico Universitario Lozano Blesa,Zaragoza
0,NP41300,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
915,NADIM-ADJUVANT,Grupo Español De Cáncer De Pulmón,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
861,GeoMETry-III,Novartis Pharmaceuticals,Hospital General Universitario Gregorio Marañon,Madrid
0,SKYSCRAPER-06,Hoffmann-La Roche,Complexo Hospitalario Universitario de Lugo,Lugo
569,ADP-0055-001,Adaptimmune,Clinica Universidad de Navarra,Madrid
690,SC103,Sotio A.S.,Hospital Universitari Vall D'Hebron,Barcelona
639,CARMEN-LC03,Sanofi,Hospital Clinic de Barcelona,Barcelona
76,GARNET,"Tesaro, Inc.",Hospital Clinico Universitario de Valencia,València
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital de Terrassa,Terrassa
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Clinic de Barcelona,Barcelona
0,ADRIATIC,Astrazeneca,Hospital Universitario Ramon Y Cajal,Madrid
423,SAVANNAH,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
0,IMbrella A,Hoffmann-La Roche,Consorcio Hospital General Universitario de Valencia,València
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
0,B-FAST,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
583,20201,Bayer,Hospital Universitario Ramon Y Cajal,Madrid
513,ORCHARD,Astrazeneca,Hospital de La Santa Creu i Sant Pau,Barcelona
0,SKYSCRAPER-06,Hoffmann-La Roche,Hospital Universitario Virgen de Valme,Sevilla
934,TROPION-LUNG01,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
865,TROPION-Lung05,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
0,TROPION-Lung05,Astrazeneca,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
227,Morpheus Lung,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
1799,IGNYTE,Replimune Inc.,Hospital Universitari Vall D'Hebron,Barcelona
1117,SCope-D1,Astrazeneca,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
172,XL184-021,Exelixis,Hospital Universitario de Jerez de La Frontera,Jerez de la Frontera
0,B-FAST,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
154,TRIDENT-1,"Turning Point Therapeutics, Inc.",Hospital MD Anderson Cancer Center Madrid,Madrid
172,XL184-021,Exelixis,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital de Sabadell - Parc Taulí,Sabadell
665,M19-611,Abbvie,Hospital Universitario Hm Sanchinarro,Madrid
532,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,Hospital Universitario Fundacion Jimenez Diaz,Madrid
1783,M16-074,Abbvie,Hospital Clinico Universitario de Valencia,València
1867,PM14-A-002-20,Pharmamar,Hospital Universitario La Paz,Madrid
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,Instituto Oncológico Rosell,Barcelona
76,GARNET,"Tesaro, Inc.",Clinica Universidad de Navarra,Pamplona
1035,GCT1042-01,Genmab,Hospital Universitario Fundacion Jimenez Diaz,Madrid
1436,SGNSTNV-001,Seagen Inc.,Hospital Universitari Vall D'Hebron,Barcelona
778,GCT1044-01,Genmab,Hospital Universitari Vall D'Hebron,Barcelona
0,AEGEAN,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
272,1336-0011,Boehringer Ingelheim,Hospital Clinic de Barcelona,Barcelona
168,IMbrella A,Hoffmann-La Roche,Consorcio Hospitalario Provincial de Castellon,Castellón de la Plana
467,CC-90011-SCLC-001,Celgene,Hospital Universitario Regional de Malaga,Málaga
698,ABC-lung,European Thoracic Oncology Platform,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
896,NeoADAURA,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
172,XL184-021,Exelixis,Hospital Universitari Vall D'Hebron,Barcelona
811,D9950C00001,Astrazeneca,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
620,TAK-788-3001,"Millennium Pharmaceuticals, Inc.",Hospital Universitario Y Politecnico La Fe,València
1116,COMPEL,Astrazeneca,Hospital Universitario Clinico San Carlos,Madrid
92,GO30103,,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
328,ALTA-3,Takeda,Complexo Hospitalario Universitario A Coruña,A Coruña
378,208471,Glaxosmithkline,Hospital Universitari Vall D'Hebron,Barcelona
842,TAPISTRY,Hoffmann-La Roche,Clinica Universidad de Navarra,Madrid
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitario de La Princesa,Madrid
886,ALKALINE,Eortc,Hospital Clinic de Barcelona,Barcelona
172,XL184-021,Exelixis,Hospital Universitario de Jerez de La Frontera,Jerez de la Frontera
172,XL184-021,Exelixis,Hospital Clinic de Barcelona,Barcelona
569,ADP-0055-001,Adaptimmune,Clinica Universidad de Navarra,Madrid
252,CB103-C-101,Cellestia Biotech Ag,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
740,BP41628,Hoffmann-La Roche,Hospital del Mar,Barcelona
168,IMbrella A,Hoffmann-La Roche,Hospital Universitario Reina Sofia,Córdoba
1009,COSTAR Lung,Glaxosmithkline,Hospital Universitario La Paz,Madrid
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario Virgen Macarena,Sevilla
1029,CP-MGC018-01,Macrogenics,Hospital Universitario Hm Sanchinarro,Madrid
816,SKYSCRAPER-03,Hoffmann-La Roche,Complexo Hospitalario Universitario A Coruña,A Coruña
1116,COMPEL,Astrazeneca,Hospital Universitari Son Espases,Palma
0,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
0,HUDSON,Astrazeneca,Hospital Clinic de Barcelona,Barcelona
759,KEYLYNK-012,Merck Sharp & Dohme Corp.,Hospital Universitari Vall D'Hebron,Barcelona
423,SAVANNAH,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
591,RAGNAR,Janssen,Clinica Universidad de Navarra,Madrid
865,TROPION-Lung05,Astrazeneca,Hospital General Universitario de Alicante,Alicante
454,PACIFIC-4,Astrazeneca,Hospital Clinico Universitario de Valencia,València
0,COMPEL,Astrazeneca,Hospital Clinico Universitario de Valencia,València
0,CR108656,Janssen,Hospital Universitari Vall D'Hebron,Barcelona
1111,MK-3475-021/KEYNOTE-021,Merck Sharp & Dohme Corp.,Hospital Universitari Vall D'Hebron,Barcelona
172,XL184-021,Exelixis,Hospital Universitario Ramon Y Cajal,Madrid
394,205801,Glaxosmithkline,Clinica Universidad de Navarra,Pamplona
252,CB103-C-101,Cellestia Biotech Ag,Hospital Universitario Y Politecnico La Fe,València
1865,ACT16849,Sanofi,Hospital Universitario La Paz,Madrid
778,GCT1044-01,Genmab,Hospital Universitari Vall D'Hebron,Barcelona
992,M20-111,Abbvie,Hospital Universitario 12 de Octubre,Madrid
1029,CP-MGC018-01,Macrogenics,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
465,MS200647_0005,"Emd Serono Research & Development Institute, Inc.",Hospital Universitario Y Politecnico La Fe,València
0,AcceleRET-Lung,Hoffmann-La Roche,Hospital Clinic de Barcelona,Barcelona
0,SAVANNAH,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
0,SKYSCRAPER-02,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
685,AcceleRET-Lung,Hoffmann-La Roche,Consorcio Hospital General Universitario de Valencia,València
0,Morpheus Lung,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
0,DUART,Astrazeneca,Hospital Universitario Clinico San Carlos,Madrid
740,BP41628,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
168,IMbrella A,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
1015,DDRiver SCLC 250,"Emd Serono Research & Development Institute, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
801,MARIPOSA,Janssen,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
1009,COSTAR Lung,Glaxosmithkline,Hospital Universitario 12 de Octubre,Madrid
172,XL184-021,Exelixis,Hospital Universitario de Canarias,San Cristóbal de La Laguna
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario de Canarias,San Cristóbal de La Laguna
0,NP41300,Hoffmann-La Roche,Hospital del Mar,Barcelona
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario 12 de Octubre,Madrid
1108,TOTEM,Instituto Oncológico Dr Rosell,Hospital Universitari Son Espases,Palma
0,SAVANNAH,Astrazeneca,Hospital Clinico Universitario Lozano Blesa,Zaragoza
887,DUART,Astrazeneca,Hospital General Universitario Gregorio Marañon,Madrid
1574,GCT1046-04,Genmab,Hospital Universitario Regional de Malaga,Málaga
255,MK-3475-671/KEYNOTE-671,Merck Sharp & Dohme Corp.,Hospital Universitari Vall D'Hebron,Barcelona
1019,ACROPOLI,Solti Breast Cancer Research Group,Fundacion Instituto Valenciano de Oncologia,València
345,TACTI-002,Immutep S.A.S.,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
172,XL184-021,Exelixis,Hospital Universitario Clinico San Carlos,Madrid
1108,TOTEM,Instituto Oncológico Dr Rosell,Hospital Universitari Son Espases,Palma
92,GO30103,,Hospital Universitari Vall D'Hebron,Barcelona
296,LAURA,Astrazeneca,Hospital Universitario Y Politecnico La Fe,València
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital de Leon - Complejo Asistencial Universitario de Leon,León
811,D9950C00001,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
0,NP40435,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
