trial_id,acronym,sponsor,hospital
169.0,BGB-290-103,BeiGene,"Hospital Universitari Vall D'Hebron, Barcelona"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Clinico Universitario Virgen De La Arrixaca, Murcia"
166.0,PROPEL,Nektar Therapeutics,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
915.0,NADIM-ADJUVANT,Grupo Español de Cáncer de Pulmón,"Hospital General Universitario De Alicante, Alicante/Alacant"
179.0,TCD14678,Sanofi,"Hospital Del Mar, Barcelona"
423.0,SAVANNAH,ASTRAZENECA,"Hospital Clinico Universitario Lozano Blesa, Zaragoza"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Universitario Hm Sanchinarro, Madrid"
947.0,KRYSTAL-7,Mirati Therapeutics Inc.,"Hospital Universitario Regional De Malaga, Málaga"
499.0,GCT1046-01,Genmab,"Hospital MD Anderson Cancer Center Madrid, Madrid"
947.0,KRYSTAL-7,Mirati Therapeutics Inc.,"Hospital De La Santa Creu i Sant Pau, Barcelona"
685.0,AcceleRET-Lung,HOFFMANN-LA ROCHE,"Hospital Universitario Virgen Del Rocio, Sevilla"
267.0,ALINA,HOFFMANN-LA ROCHE,"Hospital Clinico Universitario De Valencia, València"
745.0,CheckMate 76U,Bristol-Myers Squibb,"Clinica Universidad De Navarra, Madrid"
639.0,CARMEN-LC03,Sanofi,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Hospital Universitari Vall D'Hebron, Barcelona"
,PACIFIC-4,AstraZeneca,"Hospital Universitario La Paz, Madrid"
1531.0,MARIPOSA-2,JANSSEN,"Hospital Universitario La Paz, Madrid"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Universitario Ramon Y Cajal, Madrid"
1783.0,M16-074,AbbVie,"Hospital Clinico Universitario De Valencia, València"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
446.0,MAGELLAN,ASTRAZENECA,"Hospital Universitario Ramon Y Cajal, Madrid"
1108.0,TOTEM,Instituto Oncológico Dr Rosell,"Instituto Oncológico Rosell, Barcelona"
887.0,DUART,ASTRAZENECA,"Consorcio Hospitalario Provincial De Castellon, Castellón de la Plana/Castelló de la Plana"
175.0,B-FAST,HOFFMANN-LA ROCHE,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Clinica Universidad De Navarra, Madrid"
639.0,CARMEN-LC03,Sanofi,"Hospital Clinic De Barcelona, Barcelona"
,IMpower030,Hoffmann-La Roche,"Hospital Universitario Basurto, Bilbao"
328.0,ALTA-3,Takeda,"Hospital Universitario Clinico San Carlos, Madrid"
971.0,TROPION-Lung02,ASTRAZENECA,"Hospital Universitario Hm Sanchinarro, Madrid"
170.0,LIBRETTO-001,"Loxo Oncology, Inc.","Hospital Universitario Hm Sanchinarro, Madrid"
583.0,20201,Bayer,"Hospital Clinico Universitario De Valencia, València"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Hospital Universitari Vall D'Hebron, Barcelona"
555.0,CA209-77T,Bristol-Myers Squibb,"Hospital Universitario Y Politecnico La Fe, València"
172.0,XL184-021,Exelixis,"Hospital Universitario Central De Asturias, Oviedo"
321.0,GCT1029-01,Genmab,"Hospital Universitari Vall D'Hebron, Barcelona"
,SKYSCRAPER-01,Hoffmann-La Roche,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Instituto Oncológico Rosell, Barcelona"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario Regional De Malaga, Málaga"
1020.0,PECATI,MedSIR,"Complexo Hospitalario Universitario A Coruña, A Coruña"
,TROPION-Lung05,AstraZeneca,"Hospital Universitario Regional De Malaga, Málaga"
915.0,NADIM-ADJUVANT,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Y Politecnico La Fe, València"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Fundacion Instituto Valenciano De Oncologia, València"
,TROPION-Lung05,AstraZeneca,"Hospital Universitario Regional De Malaga, Málaga"
172.0,XL184-021,Exelixis,"Hospital Universitario Regional De Malaga, Málaga"
172.0,XL184-021,Exelixis,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
392.0,BP40657,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
,IMbrella A,Hoffmann-La Roche,"Hospital Universitario Virgen Del Rocio, Sevilla"
1009.0,COSTAR Lung,GlaxoSmithKline,"Hospital Universitario Ramon Y Cajal, Madrid"
1014.0,MK-7684A-002,Merck Sharp & Dohme Corp.,"Hospital Clinic De Barcelona, Barcelona"
916.0,Neo-DIANA,Grupo Español de Cáncer de Pulmón,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
1035.0,GCT1042-01,Genmab,"Hospital MD Anderson Cancer Center Madrid, Madrid"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Clinica Universidad De Navarra, Pamplona/Iruña"
781.0,1438-0001,Boehringer Ingelheim,"Hospital Universitari Vall D'Hebron, Barcelona"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital De Mataro, Mataró"
377.0,NP40435,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
945.0,1948-CL-0101,Astellas,"Hospital Nuestra Señora De Sonsoles - Complejo Asistencial De Avila, Ávila"
423.0,SAVANNAH,ASTRAZENECA,"Hospital Universitario Y Politecnico La Fe, València"
,TROPION-Lung05,AstraZeneca,"Hospital Universitario Regional De Malaga, Málaga"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Y Politecnico La Fe, València"
,LAURA,AstraZeneca,"Hospital Universitario Donostia, Donostia-San Sebastián"
908.0,ZEAL-1L,GlaxoSmithKline,"Hospital Universitario La Paz, Madrid"
172.0,XL184-021,Exelixis,"Instituto Oncológico Rosell, Barcelona"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
255.0,MK-3475-671/KEYNOTE-671,Merck Sharp & Dohme Corp.,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
92.0,GO30103,,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
915.0,NADIM-ADJUVANT,Grupo Español de Cáncer de Pulmón,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
863.0,PYRAMID-1,Jiangsu HengRui,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
460.0,TELMA,Grupo Español de Cáncer de Pulmón,"Hospital De La Santa Creu i Sant Pau, Barcelona"
,BP41628,Hoffmann-La Roche,"Hospital Universitari Vall D'Hebron, Barcelona"
125.0,CLXH254X2102,Novartis Pharmaceuticals,"Hospital Universitario Ramon Y Cajal, Madrid"
172.0,XL184-021,Exelixis,"Hospital De La Santa Creu i Sant Pau, Barcelona"
,IMbrella A,Hoffmann-La Roche,"Clinica Universidad De Navarra, Pamplona/Iruña"
,B-FAST,Hoffmann-La Roche,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Clinica Universidad De Navarra, Pamplona/Iruña"
,MO41552,Hoffmann-La Roche,"Hospital Del Mar, Barcelona"
875.0,MERMAID-2,ASTRAZENECA,"Hospital Universitario 12 De Octubre, Madrid"
,TROPION-Lung05,AstraZeneca,"Hospital Universitario 12 De Octubre, Madrid"
263.0,Canopy-A,Novartis Pharmaceuticals,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
154.0,TRIDENT-1,"Turning Point Therapeutics, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
569.0,ADP-0055-001,Adaptimmune,"Hospital Clinico Universitario De Valencia, València"
824.0,PAPILLON,JANSSEN,"Hospital Universitari Vall D'Hebron, Barcelona"
754.0,CC-90011-ST-002,Celgene,"Complexo Hospitalario Universitario A Coruña, A Coruña"
915.0,NADIM-ADJUVANT,Grupo Español de Cáncer de Pulmón,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
50.0,STARTRK-2,HOFFMANN-LA ROCHE,"Hospital Carlos III, Madrid"
78.0,MK-4280-001,Merck Sharp & Dohme Corp.,"Hospital Universitari Vall D'Hebron, Barcelona"
306.0,CTMX-M-2029-001,CytomX Therapeutics,"Hospital Universitario Quironsalud Madrid, Pozuelo de Alarcón"
639.0,CARMEN-LC03,Sanofi,"Hospital Universitario 12 De Octubre, Madrid"
485.0,M19-037,AbbVie,"Hospital Universitari Vall D'Hebron, Barcelona"
,ALINA,Hoffmann-La Roche,"Instituto Oncológico Rosell, Barcelona"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Consorcio Hospital General Universitario De Valencia, València"
,Morpheus Lung,Hoffmann-La Roche,"Hospital Universitario La Paz, Madrid"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
467.0,CC-90011-SCLC-001,Celgene,"Hospital Universitario Y Politecnico La Fe, València"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Fundacion Instituto Valenciano De Oncologia, València"
1531.0,MARIPOSA-2,JANSSEN,"Hospital Universitario 12 De Octubre, Madrid"
,AEGEAN,AstraZeneca,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
282.0,innovaTV 207,Seagen Inc.,"Hospital Son Llatzer, Palma"
992.0,M20-111,AbbVie,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
1010.0,RELATIVITY,Bristol-Myers Squibb,"Hospital Universitari Vall D'Hebron, Barcelona"
179.0,TCD14678,Sanofi,"Hospital Del Mar, Barcelona"
908.0,ZEAL-1L,GlaxoSmithKline,"Hospital Universitario Marques De Valdecilla, Santander"
1531.0,MARIPOSA-2,JANSSEN,"Hospital Universitario Regional De Malaga, Málaga"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Hospital De La Santa Creu i Sant Pau, Barcelona"
,SCope-D1,AstraZeneca,"Hospital Universitario 12 De Octubre, Madrid"
,B-FAST,Hoffmann-La Roche,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
,TROPION-Lung05,AstraZeneca,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
76.0,GARNET,"Tesaro, Inc.","ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
698.0,ABC-lung,European Thoracic Oncology Platform,"Hospital Universitari Vall D'Hebron, Barcelona"
266.0,IMpower030,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
1361.0,XMT-1536-1,Mersana Therapeutics,"Hospital Universitario Hm Sanchinarro, Madrid"
916.0,Neo-DIANA,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Regional De Malaga, Málaga"
172.0,XL184-021,Exelixis,"Hospital Universitari Vall D'Hebron, Barcelona"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Universitario De Jaen, Jaén"
,TROPION-Lung02,AstraZeneca,"Hospital Universitario 12 De Octubre, Madrid"
,B-FAST,Hoffmann-La Roche,"Hospital General Universitario Gregorio Marañon, Madrid"
886.0,ALKALINE,EORTC,"Clinica Universidad De Navarra, Pamplona/Iruña"
786.0,GO42144,"Genentech, Inc.","Hospital Universitario Regional De Malaga, Málaga"
,NP41300,Hoffmann-La Roche,"Clinica Universidad De Navarra, Pamplona/Iruña"
1025.0,HUDSON,ASTRAZENECA,"Hospital Universitario Virgen Macarena, Sevilla"
124.0,LUNAR,NovoCure Ltd.,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
172.0,XL184-021,Exelixis,"Hospital De Sabadell - Parc Taulí, Sabadell"
437.0,AEGEAN,ASTRAZENECA,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
915.0,NADIM-ADJUVANT,Grupo Español de Cáncer de Pulmón,"Hospital Universitari Son Espases, Palma"
,ALINA,Hoffmann-La Roche,"Hospital Universitario Virgen Del Rocio, Sevilla"
,MARIPOSA-2,Janssen,"Clinica Universidad De Navarra, Pamplona/Iruña"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Clinica Universidad De Navarra, Pamplona/Iruña"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
252.0,CB103-C-101,Cellestia Biotech AG,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
915.0,NADIM-ADJUVANT,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Basurto, Bilbao"
172.0,XL184-021,Exelixis,"Hospital Universitario La Paz, Madrid"
59.0,PM1183-A-014-15,PharmaMar,"Hospital Universitario Virgen Del Rocio, Sevilla"
1117.0,SCope-D1,ASTRAZENECA,"Hospital Universitario 12 De Octubre, Madrid"
1531.0,MARIPOSA-2,JANSSEN,"Consorcio Hospital General Universitario De Valencia, València"
98.0,AMBER,"Tesaro, Inc.","Hospital Universitario Regional De Malaga, Málaga"
,Morpheus Lung,Hoffmann-La Roche,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
63.0,MK-3475-158/KEYNOTE-158,Merck Sharp & Dohme Corp.,"Hospital Universitari Vall D'Hebron, Barcelona"
,IMpower010,Hoffmann-La Roche,"Hospital Clinico Universitario De Valencia, València"
947.0,KRYSTAL-7,Mirati Therapeutics Inc.,"Instituto Oncológico Rosell, Barcelona"
760.0,MERMAID-1,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
,CHRYSALIS,Janssen,"Hospital Universitario Regional De Malaga, Málaga"
,SKYSCRAPER-06,Hoffmann-La Roche,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
1361.0,XMT-1536-1,Mersana Therapeutics,"Hospital Universitario Virgen Del Rocio, Sevilla"
162.0,CTNO155X2101,Novartis Pharmaceuticals,"Hospital Universitari Vall D'Hebron, Barcelona"
1116.0,COMPEL,ASTRAZENECA,"Hospital Universitario Central De Asturias, Oviedo"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Hospital Clinic De Barcelona, Barcelona"
1018.0,AdvanTIG-302,BeiGene,"Hospital Universitari Vall D'Hebron, Barcelona"
793.0,CONTACT-01,HOFFMANN-LA ROCHE,"Complexo Hospitalario Universitario A Coruña, A Coruña"
916.0,Neo-DIANA,Grupo Español de Cáncer de Pulmón,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
,ORCHARD,AstraZeneca,"Hospital Clinic De Barcelona, Barcelona"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Universitari Son Espases, Palma"
172.0,XL184-021,Exelixis,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
79.0,INDUCE-1,GlaxoSmithKline,"Hospital Universitari Vall D'Hebron, Barcelona"
98.0,AMBER,"Tesaro, Inc.","Hospital Clinico Universitario De Valencia, València"
92.0,GO30103,,"Hospital General Universitario De Alicante, Alicante/Alacant"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Fundacion Instituto Valenciano De Oncologia, València"
1574.0,GCT1046-04,Genmab,"Clinica Universidad De Navarra, Madrid"
754.0,CC-90011-ST-002,Celgene,"Hospital Universitario 12 De Octubre, Madrid"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario 12 De Octubre, Madrid"
,B-FAST,Hoffmann-La Roche,"Hospital Universitario Ramon Y Cajal, Madrid"
125.0,CLXH254X2102,Novartis Pharmaceuticals,"Hospital Clinico Universitario De Valencia, València"
304.0,M14-239,AbbVie,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
59.0,PM1183-A-014-15,PharmaMar,"Hospital Universitario 12 De Octubre, Madrid"
916.0,Neo-DIANA,Grupo Español de Cáncer de Pulmón,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
98.0,AMBER,"Tesaro, Inc.","Hospital Universitario Regional De Malaga, Málaga"
50.0,STARTRK-2,HOFFMANN-LA ROCHE,"Hospital Universitario 12 De Octubre, Madrid"
92.0,GO30103,,"Hospital Universitario Reina Sofia, Córdoba"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Universitario Central De Asturias, Oviedo"
485.0,M19-037,AbbVie,"Hospital Universitario Regional De Malaga, Málaga"
,IMbrella A,Hoffmann-La Roche,"Hospital Del Mar, Barcelona"
499.0,GCT1046-01,Genmab,"Hospital Universitario De La Princesa, Madrid"
172.0,XL184-021,Exelixis,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
306.0,CTMX-M-2029-001,CytomX Therapeutics,"Hospital Universitario La Paz, Madrid"
,RAGNAR,Janssen,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
865.0,TROPION-Lung05,ASTRAZENECA,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
172.0,XL184-021,Exelixis,"Hospital Clinic De Barcelona, Barcelona"
172.0,XL184-021,Exelixis,"Hospital Universitario 12 De Octubre, Madrid"
,SKYSCRAPER-06,Hoffmann-La Roche,"Hospital General Universitario Gregorio Marañon, Madrid"
928.0,U31402-A-U201,"Daiichi Sankyo, Inc.",
345.0,TACTI-002,Immutep S.A.S.,"Hospital De Sabadell - Parc Taulí, Sabadell"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Universitario Regional De Malaga, Málaga"
423.0,SAVANNAH,ASTRAZENECA,"Hospital Universitario Donostia, Donostia-San Sebastián"
,B-FAST,Hoffmann-La Roche,"Clinica Universidad De Navarra, Pamplona/Iruña"
166.0,PROPEL,Nektar Therapeutics,"Hospital Universitari Vall D'Hebron, Barcelona"
934.0,TROPION-LUNG01,ASTRAZENECA,"Hospital Clinico Universitario Lozano Blesa, Zaragoza"
1514.0,MK-3475-A86,Merck Sharp & Dohme Corp.,"Complexo Hospitalario Universitario De Lugo, Lugo"
92.0,GO30103,,"Hospital General Universitario De Alicante, Alicante/Alacant"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital Universitari Vall D'Hebron, Barcelona"
628.0,NP41300,HOFFMANN-LA ROCHE,"Clinica Universidad De Navarra, Madrid"
685.0,AcceleRET-Lung,HOFFMANN-LA ROCHE,"Hospital General Universitario Gregorio Marañon, Madrid"
266.0,IMpower030,HOFFMANN-LA ROCHE,"Clinica Universidad De Navarra, Pamplona/Iruña"
451.0,FIGHT-207,Incyte Corporation,"Hospital Universitario Marques De Valdecilla, Santander"
882.0,CodeBreaK 100,Amgen,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
,NeoADAURA,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
,MERMAID-1,AstraZeneca,"Hospital Universitario 12 De Octubre, Madrid"
,IMbrella A,Hoffmann-La Roche,"Hospital Son Llatzer, Palma"
172.0,XL184-021,Exelixis,"Hospital Universitario 12 De Octubre, Madrid"
1109.0,Sotorasib,Amgen,"Hospital Universitario Y Politecnico La Fe, València"
,IMbrella A,Hoffmann-La Roche,"Hospital Universitario De Jaen, Jaén"
494.0,SAPPHIRE,Mirati Therapeutics Inc.,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Universitario Hm Sanchinarro, Madrid"
,SAVANNAH,AstraZeneca,"Hospital Universitario Regional De Malaga, Málaga"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
,IMpower030,Hoffmann-La Roche,"Hospital Universitario Clinico San Carlos, Madrid"
1361.0,XMT-1536-1,Mersana Therapeutics,"Hospital Clinico Universitario De Valencia, València"
,TAZMAN,AstraZeneca,"Clinica Universidad De Navarra, Pamplona/Iruña"
865.0,TROPION-Lung05,ASTRAZENECA,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
953.0,1801,Actuate Therapeutics Inc.,"Hospital Clinico Universitario De Valencia, València"
1035.0,GCT1042-01,Genmab,"Hospital Universitario Hm Sanchinarro, Madrid"
,MAGELLAN,AstraZeneca,"Hospital Universitario Virgen Del Rocio, Sevilla"
1114.0,NOUS-PEV-01,Nouscom SRL,"Hospital Universitario Hm Sanchinarro, Madrid"
262.0,ALERT-lung,European Thoracic Oncology Platform,"Instituto Oncológico Rosell, Barcelona"
,TROPION-Lung05,AstraZeneca,"Hospital Clinic De Barcelona, Barcelona"
,HUDSON,AstraZeneca,"Hospital General Universitario Gregorio Marañon, Madrid"
464.0,NADIMII,Grupo Español de Cáncer de Pulmón,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
172.0,XL184-021,Exelixis,"Hospital Universitario Regional De Malaga, Málaga"
,NP40435,Hoffmann-La Roche,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
92.0,GO30103,,"Hospital Clinico Universitario De Valencia, València"
,IMbrella A,Hoffmann-La Roche,"Hospital De La Santa Creu i Sant Pau, Barcelona"
499.0,GCT1046-01,Genmab,"Hospital Universitario Hm Sanchinarro, Madrid"
685.0,AcceleRET-Lung,HOFFMANN-LA ROCHE,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
754.0,CC-90011-ST-002,Celgene,"Hospital Universitario Y Politecnico La Fe, València"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Fundacion Instituto Valenciano De Oncologia, València"
,PAPILLON,Janssen,"Hospital Clinico Universitario Lozano Blesa, Zaragoza"
,NP41300,Hoffmann-La Roche,"Hospital Universitari Vall D'Hebron, Barcelona"
915.0,NADIM-ADJUVANT,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
861.0,GeoMETry-III,Novartis Pharmaceuticals,"Hospital General Universitario Gregorio Marañon, Madrid"
,SKYSCRAPER-06,Hoffmann-La Roche,"Complexo Hospitalario Universitario De Lugo, Lugo"
569.0,ADP-0055-001,Adaptimmune,"Clinica Universidad De Navarra, Madrid"
690.0,SC103,SOTIO a.s.,"Hospital Universitari Vall D'Hebron, Barcelona"
639.0,CARMEN-LC03,Sanofi,"Hospital Clinic De Barcelona, Barcelona"
76.0,GARNET,"Tesaro, Inc.","Hospital Clinico Universitario De Valencia, València"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital De Terrassa, Terrassa"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"Hospital Clinic De Barcelona, Barcelona"
,ADRIATIC,AstraZeneca,"Hospital Universitario Ramon Y Cajal, Madrid"
423.0,SAVANNAH,ASTRAZENECA,"Hospital Universitario 12 De Octubre, Madrid"
,IMbrella A,Hoffmann-La Roche,"Consorcio Hospital General Universitario De Valencia, València"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
,B-FAST,Hoffmann-La Roche,"Hospital Universitario Hm Sanchinarro, Madrid"
583.0,20201,Bayer,"Hospital Universitario Ramon Y Cajal, Madrid"
513.0,ORCHARD,ASTRAZENECA,"Hospital De La Santa Creu i Sant Pau, Barcelona"
,SKYSCRAPER-06,Hoffmann-La Roche,"Hospital Universitario Virgen De Valme, Sevilla"
934.0,TROPION-LUNG01,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
865.0,TROPION-Lung05,ASTRAZENECA,"Hospital Universitario 12 De Octubre, Madrid"
,TROPION-Lung05,AstraZeneca,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Clinico Universitario De Valencia, València"
1799.0,IGNYTE,Replimune Inc.,"Hospital Universitari Vall D'Hebron, Barcelona"
1117.0,SCope-D1,ASTRAZENECA,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
172.0,XL184-021,Exelixis,"Hospital Universitario De Jerez De La Frontera, Jerez de la Frontera"
,B-FAST,Hoffmann-La Roche,"Hospital Universitari Vall D'Hebron, Barcelona"
154.0,TRIDENT-1,"Turning Point Therapeutics, Inc.","Hospital MD Anderson Cancer Center Madrid, Madrid"
172.0,XL184-021,Exelixis,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital De Sabadell - Parc Taulí, Sabadell"
665.0,M19-611,AbbVie,"Hospital Universitario Hm Sanchinarro, Madrid"
532.0,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
1783.0,M16-074,AbbVie,"Hospital Clinico Universitario De Valencia, València"
1867.0,PM14-A-002-20,PharmaMar,"Hospital Universitario La Paz, Madrid"
916.0,Neo-DIANA,Grupo Español de Cáncer de Pulmón,"Instituto Oncológico Rosell, Barcelona"
76.0,GARNET,"Tesaro, Inc.","Clinica Universidad De Navarra, Pamplona/Iruña"
1035.0,GCT1042-01,Genmab,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
1436.0,SGNSTNV-001,Seagen Inc.,"Hospital Universitari Vall D'Hebron, Barcelona"
778.0,GCT1044-01,Genmab,"Hospital Universitari Vall D'Hebron, Barcelona"
,AEGEAN,AstraZeneca,"Hospital Universitario Regional De Malaga, Málaga"
272.0,1336-0011,Boehringer Ingelheim,"Hospital Clinic De Barcelona, Barcelona"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Consorcio Hospitalario Provincial De Castellon, Castellón de la Plana/Castelló de la Plana"
467.0,CC-90011-SCLC-001,Celgene,"Hospital Universitario Regional De Malaga, Málaga"
698.0,ABC-lung,European Thoracic Oncology Platform,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
896.0,NeoADAURA,ASTRAZENECA,"Hospital Universitario Regional De Malaga, Málaga"
172.0,XL184-021,Exelixis,"Hospital Universitari Vall D'Hebron, Barcelona"
811.0,D9950C00001,ASTRAZENECA,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
620.0,TAK-788-3001,"Millennium Pharmaceuticals, Inc.","Hospital Universitario Y Politecnico La Fe, València"
1116.0,COMPEL,ASTRAZENECA,"Hospital Universitario Clinico San Carlos, Madrid"
92.0,GO30103,,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
328.0,ALTA-3,Takeda,"Complexo Hospitalario Universitario A Coruña, A Coruña"
378.0,208471,GlaxoSmithKline,"Hospital Universitari Vall D'Hebron, Barcelona"
842.0,TAPISTRY,HOFFMANN-LA ROCHE,"Clinica Universidad De Navarra, Madrid"
50.0,STARTRK-2,HOFFMANN-LA ROCHE,"Hospital Universitario De La Princesa, Madrid"
886.0,ALKALINE,EORTC,"Hospital Clinic De Barcelona, Barcelona"
172.0,XL184-021,Exelixis,"Hospital Universitario De Jerez De La Frontera, Jerez de la Frontera"
172.0,XL184-021,Exelixis,"Hospital Clinic De Barcelona, Barcelona"
569.0,ADP-0055-001,Adaptimmune,"Clinica Universidad De Navarra, Madrid"
